file_name,host,host_type,collection_date,country,province,expected_role,genotype
EPI_ISL_17805994,chicken,domesticated bird,2022-12-22,Peru,,regional_context,B3.2
EPI_ISL_17805995,chicken,domesticated bird,2022-12-12,Peru,,regional_context,B3.2
EPI_ISL_17805996,chicken,domesticated bird,2022-12-22,Peru,,regional_context,B3.2
EPI_ISL_17805997,avian,?,2022-11-22,Peru,,regional_context,B3.2
EPI_ISL_17805998,avian,?,2022-11-22,Peru,,regional_context,B3.2
EPI_ISL_17805999,lion,wild mammal,2023-02-08,Peru,,regional_context,B3.2
EPI_ISL_17806000,pelican,wild bird,2022-11-10,Peru,,regional_context,B3.2
EPI_ISL_17806001,chicken,domesticated bird,2022-12-12,Peru,,regional_context,B3.2
EPI_ISL_17806002,pelican,wild bird,2022-11-16,Peru,,regional_context,B3.2
EPI_ISL_17806003,pelican,wild bird,2022-11-22,Peru,,regional_context,B3.2
EPI_ISL_17885849,Black_Skimmer,wild bird,2023-03-06,Chile,Maule,regional_context,B3.2
EPI_ISL_17885869,goose,wild bird,2023-02-28,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885870,chicken,domesticated bird,2023-03-12,Chile,O'Higgins,regional_context,B3.2
EPI_ISL_17885871,chicken,domesticated bird,2023-03-12,Chile,O'Higgins,regional_context,B3.2
EPI_ISL_17885872,chicken,domesticated bird,2023-03-12,Chile,O'Higgins,regional_context,B3.2
EPI_ISL_17885873,chicken,domesticated bird,2023-03-10,Chile,Nuble,regional_context,B3.2
EPI_ISL_17885874,chicken,domesticated bird,2023-03-10,Chile,Nuble,regional_context,B3.2
EPI_ISL_17885876,chicken,domesticated bird,2023-03-08,Chile,Nuble,regional_context,B3.2
EPI_ISL_17885877,chicken,domesticated bird,2023-03-06,Chile,Nuble,regional_context,B3.2
EPI_ISL_17885878,chicken,domesticated bird,2023-02-27,Chile,Nuble,regional_context,B3.2
EPI_ISL_17885912,Pelican,wild bird,2023-01-24,Chile,O'Higgins,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_17885915,Pelican,wild bird,2023-01-24,Chile,O'Higgins,regional_context,B3.2
EPI_ISL_17885918,Pelican,wild bird,2023-01-26,Chile,Nuble,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_17885921,Pelican,wild bird,2023-01-09,Chile,Maule,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885922,Pelican,wild bird,2023-01-14,Chile,Coquimbo,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885923,Pelican,wild bird,2023-01-02,Chile,Coquimbo,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885924,Pelican,wild bird,2022-12-30,Chile,Atacama,regional_context,B3.2
EPI_ISL_17885925,Pelican,wild bird,2022-12-30,Chile,Atacama,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885926,Pelican,wild bird,2022-12-26,Chile,Atacama,regional_context,B3.2
EPI_ISL_17885927,Pelican,wild bird,2022-12-22,Chile,Atacama,regional_context,B3.2
EPI_ISL_17885928,pelican,wild bird,2022-12-16,Chile,Antofagasta,regional_context,B3.2
EPI_ISL_17885929,Pelican,wild bird,2022-12-18,Chile,Antofagasta,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885930,pelican,wild bird,2023-01-20,Chile,Valparaiso,regional_context,B3.2
EPI_ISL_17885931,Pelican,wild bird,2022-12-15,Chile,Antofagasta,regional_context,B3.2
EPI_ISL_17885932,pelican,wild bird,2023-01-20,Chile,Valparaiso,regional_context,B3.2
EPI_ISL_17885934,Pelican,wild bird,2022-12-15,Chile,Antofagasta,regional_context,B3.2
EPI_ISL_17885942,Pelican,wild bird,2022-12-09,Chile,Tarapaca,regional_context,B3.2
EPI_ISL_17885944,Pelican,wild bird,2022-12-16,Chile,Antofagasta,regional_context,B3.2
EPI_ISL_17885945,chicken,domesticated bird,2023-03-14,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885946,chicken,domesticated bird,2023-03-14,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885947,humboldt_penguin,wild bird,2023-02-23,Chile,Tarapaca,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885948,Humboldt_penguin,wild bird,2023-02-28,Chile,Coquimbo,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_17885949,chicken,domesticated bird,2023-03-07,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885950,Great_egret,?,2023-03-07,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885951,Gray_gull,wild bird,2023-01-18,Chile,Tarapaca,regional_context,B3.2
EPI_ISL_17885952,chicken,domesticated bird,2023-03-02,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885953,Elegant_tern,wild bird,2022-12-23,Chile,Tarapaca,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885954,chicken,domesticated bird,2023-03-02,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885955,Elegant_tern,wild bird,2022-12-24,Chile,Arica y Parinacota,regional_context,B3.2
EPI_ISL_17885956,pelican,wild bird,2023-01-20,Chile,Valparaiso,regional_context,B3.2
EPI_ISL_17885957,duck,wild bird,2023-03-07,Chile,Maule,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885958,chicken,domesticated bird,2023-02-28,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885959,duck,wild bird,2023-03-14,Chile,Araucania,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885960,whimbrel,?,2023-03-05,Chile,Coquimbo,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885961,duck,wild bird,2023-03-07,Chile,Araucania,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885962,turkey,domesticated bird,2023-03-10,Chile,Nuble,regional_context,B3.2
EPI_ISL_17885963,duck,wild bird,2023-02-28,Chile,Araucania,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885964,turkey,domesticated bird,2023-03-07,Chile,Nuble,regional_context,B3.2
EPI_ISL_17885965,Chiloe_wigeon,wild bird,2023-03-09,Chile,O'Higgins,regional_context,B3.2
EPI_ISL_17885966,turkey,domesticated bird,2023-03-14,Chile,Araucania,regional_context,B3.2
EPI_ISL_17885967,Blackish_oystercatcher,domesticated mammal,2023-03-06,Chile,O'Higgins,regional_context,B3.2
EPI_ISL_17885968,Turkey_vulture,domesticated bird,2022-12-31,Chile,Valparaiso,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885969,heron,?,2022-12-20,Chile,Antofagasta,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885970,Turkey_vulture,domesticated bird,2022-12-17,Chile,Antofagasta,regional_context,B3.2
EPI_ISL_17885972,Kelp_gull,wild bird,2023-03-01,Chile,Maule,regional_context,B3.2
EPI_ISL_17885973,South_American_tern,wild bird,2023-02-23,Chile,Maule,regional_context,B3.2
EPI_ISL_17885975,sea_lion,wild mammal,2023-03-07,Chile,Tarapaca,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885976,sea_lion,wild mammal,2023-03-01,Chile,Arica y Parinacota,regional_context,B3.2
EPI_ISL_17885978,Sanderling,wild bird,2023-03-03,Chile,Arica y Parinacota,regional_context,B3.2
EPI_ISL_17885980,Sanderling,wild bird,2022-12-30,Chile,Arica y Parinacota,regional_context,B3.2
EPI_ISL_17885982,pelican,wild bird,2023-01-25,Chile,Valparaiso,regional_context,B3.2
EPI_ISL_17885983,pelican,wild bird,2023-01-23,Chile,Valparaiso,regional_context,B3.2
EPI_ISL_17885985,pelican,wild bird,2023-01-21,Chile,Valparaiso,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17885987,whimbrel,?,2023-03-05,Chile,Valparaiso,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_17950994,goose,wild bird,2023-02-11,Argentina,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18005786,Black-crowned_night-heron,wild bird,2022-12-20,Chile,Antofagasta,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18054500,guanay_cormorant,wild bird,2022-11-24,Peru,,regional_context,B3.2
EPI_ISL_18054501,sanderling,wild bird,2022-11-22,Peru,,regional_context,B3.2
EPI_ISL_18054502,Sea_Lion,wild mammal,2023-01-23,Peru,,regional_context,B3.2
EPI_ISL_18054503,dolphin,wild mammal,2022-11-22,Peru,,regional_context,B3.2
EPI_ISL_18054504,pelican,wild bird,2022-11-23,Peru,,regional_context,B3.2
EPI_ISL_18054506,pelican,wild bird,2022-11-24,Peru,,regional_context,B3.2
EPI_ISL_18054507,pelican,wild bird,2022-11-24,Peru,,regional_context,B3.2
EPI_ISL_18054508,sea_lion,wild mammal,2023-01-25,Peru,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18054509,sea_lion,wild mammal,2023-02-07,Peru,,regional_context,B3.2
EPI_ISL_18054510,sea_lion,wild mammal,2023-03-06,Peru,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18130597,Thalasseus_maximus,wild bird,2023-06-21,Brazil,,regional_context,B3.2
EPI_ISL_18130622,Thalasseus_acuflavidus,wild bird,2023-06-21,Brazil,,regional_context,B3.2
EPI_ISL_18130627,Thalasseus_acuflavidus,wild bird,2023-06-24,Brazil,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18217104,duck,wild bird,2023-07-24,Peru,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18265321,south_american_sea_lion,wild mammal,2023-02-07,Peru,,regional_context,B3.2
EPI_ISL_18265422,south_american_sea_lion,wild mammal,2023-03-06,Peru,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18265423,south_american_sea_lion,wild mammal,2023-01-25,Peru,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18265430,South_American_Sea_Lion,wild mammal,2023-01-23,Peru,,regional_context,B3.2
EPI_ISL_18265431,dolphin,wild mammal,2022-11-22,Peru,,regional_context,B3.2
EPI_ISL_18265432,Sanderling,wild bird,2022-11-22,Peru,,regional_context,B3.2
EPI_ISL_18265433,pelican,wild bird,2022-11-23,Peru,,regional_context,B3.2
EPI_ISL_18265434,Guanay_cormorant,wild bird,2022-11-24,Peru,,regional_context,B3.2
EPI_ISL_18265435,pelican,wild bird,2022-11-24,Peru,,regional_context,B3.2
EPI_ISL_18265436,pelican,wild bird,2022-11-24,Peru,,regional_context,B3.2
EPI_ISL_18265437,pelican,wild bird,2022-11-24,Peru,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18310942,backyard_chicken,domesticated bird,2023-03-03,Uruguay,,regional_context,B3.2
EPI_ISL_18310957,black-necked_swan,wild bird,2023-03-15,Uruguay,,regional_context,B3.2
EPI_ISL_18310958,black-necked_swan,wild bird,2023-02-18,Uruguay,,regional_context,B3.2
EPI_ISL_18310959,backyard_turkey,domesticated bird,2023-04-16,Uruguay,,regional_context,B3.2
EPI_ISL_18310960,backyard_duck,wild bird,2023-04-16,Uruguay,,regional_context,B3.2
EPI_ISL_18310961,backyard_chicken,domesticated bird,2023-05-03,Uruguay,,regional_context,B3.2
EPI_ISL_18310962,backyard_chicken,domesticated bird,2023-04-17,Uruguay,,regional_context,B3.2
EPI_ISL_18310963,backyard_chicken,domesticated bird,2023-04-17,Uruguay,,regional_context,B3.2
EPI_ISL_18310964,backyard_chicken,domesticated bird,2023-04-16,Uruguay,,regional_context,B3.2
EPI_ISL_18310965,backyard_chicken,domesticated bird,2023-03-06,Uruguay,,regional_context,B3.2
EPI_ISL_18310966,backyard_chicken,domesticated bird,2023-03-06,Uruguay,,regional_context,B3.2
EPI_ISL_18310967,backyard_chicken,domesticated bird,2023-03-03,Uruguay,,regional_context,B3.2
EPI_ISL_18371664,Belcher_gull,wild bird,2022-12-01,Peru,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18371665,Guanay_cormorant,wild bird,2022-12-01,Peru,,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18371666,Peruvian_booby,wild bird,2022-12-01,Peru,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18497946,duck,wild bird,2023-09-26,Peru,,regional_context,B3.2
EPI_ISL_18497950,duck,wild bird,2023-09-20,Peru,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18522961,Southern_fulmar,wild bird,2023-10-30,FalklandIslands,,regional_context,B3.2
EPI_ISL_18690682,chicken,domesticated bird,2023-03-16,Chile,O'Higgins,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18690723,Peruvian_booby,wild bird,2023-02-10,Chile,Antofagasta,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18690733,sea_lion,wild mammal,2023-03-26,Chile,Bio-Bio,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18698459,Goose,wild bird,2023-02-11,Argentina,,regional_context,B3.2
EPI_ISL_18698460,Chicken,domesticated bird,2023-02-16,Argentina,,regional_context,B3.2
EPI_ISL_18698462,Chicken,domesticated bird,2023-02-18,Argentina,,regional_context,B3.2
EPI_ISL_18698464,Chicken,domesticated bird,2023-02-18,Argentina,,regional_context,B3.2
EPI_ISL_18698466,Chicken,domesticated bird,2023-02-19,Argentina,,regional_context,B3.2
EPI_ISL_18698469,Chicken,domesticated bird,2023-02-20,Argentina,,regional_context,B3.2
EPI_ISL_18698471,Chicken,domesticated bird,2023-02-20,Argentina,,regional_context,B3.2
EPI_ISL_18698474,Chicken,domesticated bird,2023-02-20,Argentina,,regional_context,B3.2
EPI_ISL_18698476,Chicken,domesticated bird,2023-02-21,Argentina,,regional_context,B3.2
EPI_ISL_18698478,Chicken,domesticated bird,2023-02-23,Argentina,,regional_context,B3.2
EPI_ISL_18698480,Chicken,domesticated bird,2023-02-22,Argentina,,regional_context,B3.2
EPI_ISL_18698482,Chicken,domesticated bird,2023-02-23,Argentina,,regional_context,B3.2
EPI_ISL_18698485,Avian,?,2023-02-24,Argentina,,regional_context,B3.2
EPI_ISL_18698487,Avian,?,2023-02-24,Argentina,,regional_context,B3.2
EPI_ISL_18698490,Chicken,domesticated bird,2023-02-24,Argentina,,regional_context,B3.2
EPI_ISL_18698492,Chicken,domesticated bird,2023-02-27,Argentina,,regional_context,B3.2
EPI_ISL_18698494,Chicken,domesticated bird,2023-03-03,Argentina,,regional_context,B3.2
EPI_ISL_18698497,Turkey,domesticated bird,2023-03-04,Argentina,,regional_context,B3.2
EPI_ISL_18698499,Chicken,domesticated bird,2023-03-08,Argentina,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18698502,Chicken,domesticated bird,2023-03-13,Argentina,,regional_context,B3.2
EPI_ISL_18698504,Chicken,domesticated bird,2023-03-16,Argentina,,regional_context,B3.2
EPI_ISL_18698505,Chicken,domesticated bird,2023-03-21,Argentina,,regional_context,B3.2
EPI_ISL_18698506,Chicken,domesticated bird,2023-03-27,Argentina,,regional_context,B3.2
EPI_ISL_18698507,Chicken,domesticated bird,2023-03-31,Argentina,,regional_context,B3.2
EPI_ISL_18698508,Turkey,domesticated bird,2023-03-31,Argentina,,regional_context,B3.2
EPI_ISL_18698509,Chicken,domesticated bird,2023-04-03,Argentina,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18698510,Chicken,domesticated bird,2023-04-03,Argentina,,regional_context,B3.2
EPI_ISL_18698511,Chicken,domesticated bird,2023-04-12,Argentina,,regional_context,B3.2
EPI_ISL_18698512,Chicken,domesticated bird,2023-04-19,Argentina,,regional_context,B3.2
EPI_ISL_18698513,Turkey,domesticated bird,2023-04-17,Argentina,,regional_context,B3.2
EPI_ISL_18698514,Turkey,domesticated bird,2023-04-19,Argentina,,regional_context,B3.2
EPI_ISL_18698515,Duck,wild bird,2023-04-19,Argentina,,regional_context,B3.2
EPI_ISL_18698516,Avian,?,2023-04-21,Argentina,,regional_context,B3.2
EPI_ISL_18698517,Avian,?,2023-04-24,Argentina,,regional_context,B3.2
EPI_ISL_18698518,Chicken,domesticated bird,2023-05-01,Argentina,,regional_context,B3.2
EPI_ISL_18698519,Chicken,domesticated bird,2023-05-04,Argentina,,regional_context,B3.2
EPI_ISL_18698520,Chicken,domesticated bird,2023-05-05,Argentina,,regional_context,B3.2
EPI_ISL_18698521,Chicken,domesticated bird,2023-05-08,Argentina,,regional_context,B3.2
EPI_ISL_18698522,Chicken,domesticated bird,2023-05-08,Argentina,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18698523,Duck,wild bird,2023-05-11,Argentina,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18698524,Chicken,domesticated bird,2023-05-18,Argentina,,regional_context,B3.2
EPI_ISL_18698525,Chicken,domesticated bird,2023-05-18,Argentina,,regional_context,B3.2
EPI_ISL_18698526,Chicken,domesticated bird,2023-05-29,Argentina,,regional_context,B3.2
EPI_ISL_18698527,Chicken,domesticated bird,2023-06-13,Argentina,,regional_context,B3.2
EPI_ISL_18698528,Chicken,domesticated bird,2023-07-06,Argentina,,regional_context,B3.2
EPI_ISL_18698529,Chicken,domesticated bird,2023-07-26,Argentina,,regional_context,B3.2
EPI_ISL_18698530,Chicken,domesticated bird,2023-07-27,Argentina,,regional_context,B3.2
EPI_ISL_18698719,Chicken,domesticated bird,2023-04-10,Argentina,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18698730,Chicken,domesticated bird,2023-03-04,Argentina,,regional_context,B3.2
EPI_ISL_18698731,Chicken,domesticated bird,2023-03-09,Argentina,,regional_context,B3.2
EPI_ISL_18698732,Chicken,domesticated bird,2023-05-03,Argentina,,regional_context,B3.2
EPI_ISL_18698754,Sea_Lion,wild mammal,2023-08-08,Argentina,,regional_context,B3.2
EPI_ISL_18698755,Sea_Lion,wild mammal,2023-08-11,Argentina,,regional_context,B3.2
EPI_ISL_18755251,frigatebird,wild bird,2023-06-03,Brazil,Rio de Janeiro,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18755338,tern,wild bird,2023-05-15,Brazil,Espirito Santo,regional_context,B3.2
EPI_ISL_18760060,chicken,domesticated bird,2023-03-20,Chile,Metropolitana,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18760061,pelican,wild bird,2023-02-13,Chile,Bio-Bio,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18760063,turkey,domesticated bird,2023-03-29,Chile,Valparaiso,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18760064,chicken,domesticated bird,2023-04-09,Chile,Aysen,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18760065,caracara,wild bird,2023-03-15,Chile,Coquimbo,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18760066,Humboldt_penguin,wild bird,2023-02-05,Chile,Antofagasta,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18760067,Peruvian_booby,wild bird,2023-03-17,Chile,O'Higgins,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18760068,chicken,domesticated bird,2023-04-09,Chile,Aysen,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18760069,sea_lion,wild mammal,2023-03-19,Chile,Valparaiso,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18760070,black-necked_swan,wild bird,2023-04-05,Chile,Los Rios,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18760071,brown-hooded_gull,wild bird,2023-04-04,Chile,Los Rios,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18760072,brown-hooded_gull,wild bird,2023-04-04,Chile,Los Rios,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18760073,chicken,domesticated bird,2023-03-25,Chile,Araucania,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18760074,chicken,domesticated bird,2023-02-04,Chile,Atacama,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18773644,sea_lion,wild mammal,2023-10-12,Brazil,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18773660,sea_lion,wild mammal,2023-10-12,Brazil,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18777129,porpoise,wild mammal,2023-03-31,Chile,Antofagasta,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18777130,gull,wild bird,2023-01-26,Chile,Maule,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18777138,dolphin,wild mammal,2023-04-01,Chile,Nuble,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18777139,dolphin,wild mammal,2023-03-31,Chile,Maule,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18777140,porpoise,wild mammal,2023-03-27,Chile,Atacama,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18777141,porpoise,wild mammal,2023-03-31,Chile,Antofagasta,regional_context,Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18909019,Pelecanus_occidentalis,wild bird,2022-12-07,Venezuela,,regional_context,B2.2
EPI_ISL_18918640,Southern_Fulmar,wild bird,2023-11-14,FalklandIslands,,regional_context,B3.2
EPI_ISL_18931239,Pelecanus_occidentalis,wild bird,2022-12-07,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18931240,Pelecanus_occidentalis,wild bird,2022-12-12,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18931241,Pelecanus_occidentalis,wild bird,2022-12-12,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18931268,Pelecanus_occidentalis,wild bird,2022-12-15,Venezuela,,regional_context,B2.2
EPI_ISL_18931269,Pelecanus_occidentalis,wild bird,2022-12-19,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18931270,Pelecanus_occidentalis,wild bird,2022-12-19,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18931271,Pelecanus_occidentalis,wild bird,2022-12-20,Venezuela,,regional_context,B2.2
EPI_ISL_18931272,Pelecanus_occidentalis,wild bird,2022-12-23,Venezuela,,regional_context,B2.2
EPI_ISL_18931273,Coragyps_atratus,wild bird,2022-12-23,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18931274,Pelecanus_occidentalis,wild bird,2023-01-11,Venezuela,,regional_context,B2.2
EPI_ISL_18931275,Pelecanus_occidentalis,wild bird,2023-01-11,Venezuela,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_18931276,Pelecanus_occidentalis,wild bird,2023-01-27,Venezuela,,regional_context,B2.2
EPI_ISL_18939722,Franklin's_gull,wild bird,2023-02-12,Chile,O'Higgins,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18945315,South_American_tern,wild bird,2023-08-26,Argentina,,regional_context,B3.2
EPI_ISL_18945316,South_American_sea_lion,wild mammal,2023-08-26,Argentina,,regional_context,B3.2
EPI_ISL_18945317,South_American_sea_lion,wild mammal,2023-08-26,Argentina,,regional_context,B3.2
EPI_ISL_18945319,South_American_sea_lion,wild mammal,2023-08-26,Argentina,,regional_context,B3.2
EPI_ISL_18945320,South_American_fur_seal,wild mammal,2023-08-26,Argentina,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_18975372,Sula_leucogaster,wild bird,2023-07-25,Brazil,,regional_context,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_19070287,Calidris_alba,wild bird,2023-04-20,Peru,Lima,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070288,Calidris_alba,wild bird,2023-04-20,Peru,Lima,regional_context,B3.2
EPI_ISL_19070481,pinniped,wild mammal,2023-09-08,Uruguay,,regional_context,B3.2
EPI_ISL_19070482,pinniped,wild mammal,2023-09-11,Uruguay,,regional_context,B3.2
EPI_ISL_19070483,pinniped,wild mammal,2023-09-11,Uruguay,,regional_context,B3.2
EPI_ISL_19070484,pinniped,wild mammal,2023-09-14,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070485,pinniped,wild mammal,2023-09-14,Uruguay,,regional_context,B3.2
EPI_ISL_19070486,pinniped,wild mammal,2023-09-14,Uruguay,,regional_context,B3.2
EPI_ISL_19070488,pinniped,wild mammal,2023-10-02,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070489,pinniped,wild mammal,2023-09-06,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070490,pinniped,wild mammal,2023-09-06,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070491,pinniped,wild mammal,2023-09-06,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070492,pinniped,wild mammal,2023-09-08,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070494,seabird,wild bird,2023-09-14,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070495,seabird,wild bird,2023-10-04,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070496,seabird,wild bird,2023-10-04,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070497,seabird,wild bird,2023-10-04,Uruguay,,regional_context,Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file
EPI_ISL_19070498,pinniped,wild mammal,2023-09-06,Uruguay,,regional_context,B3.2
EPI_ISL_19131156,Inca_tern,wild bird,2023-02-22,Chile,Antofagasta,regional_context,B3.2
EPI_ISL_19131159,Inca_tern,wild bird,2022-12-12,Chile,Arica y Parinacota,regional_context,B3.2
EPI_ISL_19131162,Inca_tern,wild bird,2023-03-01,Chile,Coquimbo,regional_context,B3.2
