Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
A/Black_Vulture/Florida/USDA-009058-004/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.82%, 99.76%, 99.80%, 99.77%, 99.87%, 99.86%, 99.91%	5, 4, 2, 2, 4, 2, 2, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/red_tailed_hawk/Minnesota/22-014517-001/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.96%, 99.64%, 99.90%, 99.65%, 99.93%, 99.72%, 99.91%	6, 1, 3, 1, 6, 1, 4, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-53
A/turkey/North_Carolina/USDA-009981-004/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.69%, 99.64%, 100.00%, 99.71%, 99.87%, 99.57%, 99.53%	2, 7, 3, 0, 5, 2, 6, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/goose/South_Dakota/USDA-008571-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.91%, 99.76%, 100.00%, 99.77%, 99.87%, 99.86%, 99.77%	3, 2, 2, 0, 4, 2, 2, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/chicken/Colorado/22-017549-001-original/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.87%, 99.88%, 99.80%, 99.53%, 99.73%, 99.79%, 99.72%	6, 3, 1, 2, 8, 4, 3, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/black_vulture/Virginia/22-021852-003/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.65%, 99.52%, 99.80%, 99.65%, 99.87%, 99.57%, 99.86%	8, 8, 4, 2, 6, 2, 6, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/Pelican/Nuble/233947-2/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.38%, 99.28%, 99.49%, 97.97%, 99.13%, 99.43%, 99.58%	12, 14, 6, 5, 36, 13, 8, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/avian/Chile/273573/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.52%, 99.03%, 98.45%, 99.39%, 97.69%, 98.93%, 99.29%, 99.30%	11, 22, 13, 6, 41, 16, 10, 15	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/brown_skua/Antartic/A329B/2025	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	98.95%, 98.72%, 98.09%, 98.88%, 97.30%, 98.40%, 98.99%, 98.79%	24, 29, 16, 11, 48, 24, 12, 26	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/Chiloe_wigeon/OHiggins/240893-2/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.21%, 99.21%, 99.17%, 99.29%, 99.18%, 99.06%, 99.22%, 99.53%	18, 18, 7, 7, 14, 14, 11, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/common_eider/Massachusetts/22-020416-015/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.52%, 99.82%, 99.52%, 99.80%, 99.71%, 99.47%, 99.64%, 99.67%	11, 4, 4, 2, 5, 8, 5, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-54
A/great_grebe/Atacama/231482-2/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.56%, 99.16%, 99.17%, 99.49%, 99.24%, 99.27%, 99.50%, 99.58%	10, 19, 7, 5, 13, 11, 7, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/chicken/Maine/22-007582-001/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.78%, 99.76%, 99.80%, 99.53%, 99.73%, 99.79%, 99.58%	4, 5, 2, 2, 8, 4, 3, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/chicken/Chile/260690-3/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 99.12%, 98.69%, 99.39%, 97.75%, 99.13%, 99.43%, 99.40%	15, 20, 11, 6, 40, 13, 8, 13	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/Southern_fulmar/Falkland_Islands/133789/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.25%, 98.93%, 99.08%, 99.12%, 99.06%, 99.29%, 99.30%	14, 17, 9, 9, 15, 14, 10, 15	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/American_Wigeon/North_Carolina/USDA-001330-015/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.91%, 99.76%, 99.90%, 99.77%, 100.00%, 99.93%, 99.86%	2, 2, 2, 1, 4, 0, 1, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/chicken/Bolivar/ICA-3500/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.25%, 99.43%, 99.64%, 99.08%, 99.30%, 99.73%, 99.42%, 99.77%	17, 13, 3, 9, 12, 4, 8, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/Lesser_Scaup/Georgia/USDA-006543-001/2022	B1.2	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:am1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, am1:22-008890-001:PA	99.87%, 99.74%, 99.88%, 99.80%, 99.77%, 99.87%, 99.93%, 99.86%	3, 6, 1, 2, 4, 2, 1, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/Turkey/Chile/242908-1/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 98.99%, 99.17%, 99.19%, 97.97%, 99.27%, 99.29%, 99.58%	15, 23, 7, 8, 36, 11, 10, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/great_horned_owl/Colorado/22-015309-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.87%, 99.88%, 99.69%, 99.88%, 99.93%, 99.43%, 99.91%	3, 3, 1, 3, 2, 1, 8, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/American_Wigeon/North_Carolina/USDA-001330-017/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.91%, 99.88%, 99.90%, 99.77%, 100.00%, 99.93%, 99.91%	2, 2, 1, 1, 4, 0, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-55
A/goose/Delaware/USDA-004745-001/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.87%, 99.88%, 99.90%, 99.71%, 99.87%, 99.72%, 99.81%	5, 3, 1, 1, 5, 2, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/Thalasseus_maximus/Brazil-ES/23ES1A0008/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 99.08%, 99.17%, 99.39%, 99.00%, 98.93%, 99.08%, 99.49%	15, 21, 7, 6, 17, 16, 13, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/Ross's_Goose/North_Dakota/USDA-011033-001/2022	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.96%, 99.91%, 99.76%, 100.00%, 99.94%, 100.00%, 99.93%, 99.91%	1, 2, 2, 0, 1, 0, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/chicken/Chile/245817/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.25%, 98.93%, 99.39%, 97.80%, 99.13%, 99.29%, 99.49%	12, 17, 9, 6, 39, 13, 10, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/Pelecanus_occidentalis/Venezuela/Inf20/2022	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.60%, 99.59%, 99.64%, 99.69%, 99.32%, 99.60%, 99.50%, 99.49%	9, 9, 3, 3, 11, 6, 7, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/American_Wigeon/North_Carolina/USDA-001330-031/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.96%, 99.88%, 99.90%, 99.82%, 99.87%, 99.79%, 99.91%	5, 1, 1, 1, 3, 2, 3, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/Black_Vulture/Florida/USDA-012636-001/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.61%, 99.78%, 99.88%, 99.90%, 99.65%, 99.80%, 99.86%, 99.91%	9, 5, 1, 1, 6, 3, 2, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/gull/Peru/LIM-INS-006/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.38%, 98.86%, 99.39%, 99.30%, 99.33%, 99.36%, 99.49%	14, 14, 9, 6, 12, 10, 9, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/avian/Chile/276862/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.30%, 99.12%, 98.81%, 99.08%, 97.69%, 99.00%, 99.08%, 99.30%	16, 20, 10, 9, 41, 15, 13, 15	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/common_eider/MA/22MM00772/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.47%, 99.96%, 99.40%, 99.80%, 99.65%, 99.40%, 99.57%, 99.67%	12, 1, 5, 2, 6, 9, 6, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-56
A/american_crow/MA/22HP00150/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.78%, 99.52%, 99.80%, 99.82%, 99.60%, 99.64%, 99.77%	9, 5, 4, 2, 3, 6, 5, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/turkey/South_Dakota/22-009330-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.91%, 99.76%, 99.90%, 99.94%, 99.93%, 99.79%, 99.91%	5, 2, 2, 1, 1, 1, 3, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/brown_skua/Antartic/A320C/2025	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:24-009110-019:NA, ea1:22-003707-003:PA	99.03%, 98.77%, 98.45%, 99.19%, 97.30%, 98.33%, 98.57%, 98.98%	22, 28, 13, 8, 48, 25, 17, 22	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/Common_Goldeneye/Minnesota/USDA-010028-001/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.74%, 99.76%, 99.90%, 99.71%, 99.73%, 99.86%, 99.81%	4, 6, 2, 1, 5, 4, 2, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/Pelican/Venezuela/Pel3/2022	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.60%, 99.52%, 99.90%, 99.53%, 99.67%, 99.50%, 99.58%	8, 9, 4, 1, 8, 5, 7, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/canada_goose/Washington/22-016938-001/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.82%, 99.64%, 99.90%, 99.77%, 100.00%, 99.72%, 99.81%	5, 4, 3, 1, 4, 0, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/bald_eagle/South_Dakota/22-014253-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.91%, 99.88%, 99.90%, 99.88%, 100.00%, 99.93%, 99.95%	2, 2, 1, 1, 2, 0, 1, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-48-57
A/Pelecanus_occidentalis/Venezuela/Inf14/2022	B2.2	PB2:am1.2, PB1:ea1, NS:am1.2, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, am1.2:22-010668-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	98.43%, 99.60%, 99.52%, 99.69%, 99.53%, 99.67%, 99.50%, 99.56%	35, 9, 4, 3, 8, 5, 7, 9	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/bald_eagle/Alaska/22-035250-001/2022	A3	PB2:ea3, PB1:ea3, NS:ea3, MP:ea3, HA:ea3, NP:ea3, NA:ea3, PA:ea3	ea3:22-013001-001:PB2, ea3:22-013001-001:PB1, ea3:22-013001-001:NS, ea3:22-013001-001:MP, ea3:22-013001-001:HA, ea3:22-013001-001:NP, ea3:22-013001-001:NA, ea3:22-013001-001:PA	99.65%, 99.78%, 99.52%, 100.00%, 99.88%, 99.87%, 99.64%, 99.67%	8, 5, 4, 0, 2, 2, 5, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/chicken/Kentucky/USDA-004416-002/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	100.00%, 99.96%, 100.00%, 100.00%, 100.00%, 100.00%, 99.93%, 99.95%	0, 1, 0, 0, 0, 0, 1, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/sanderling/MA/22HP00133/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.61%, 99.87%, 99.64%, 99.80%, 99.82%, 99.40%, 99.72%, 99.81%	9, 3, 3, 2, 3, 9, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/American_Wigeon/North_Carolina/USDA-001330-019/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.96%, 99.76%, 99.90%, 99.88%, 99.93%, 99.72%, 99.81%	4, 1, 2, 1, 2, 1, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/chicken/Colorado/22-012308-002/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.82%, 99.88%, 100.00%, 99.88%, 99.93%, 99.64%, 99.86%	5, 4, 1, 0, 2, 1, 5, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
