Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
EPI_ISL_18133041	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.83%, 99.82%, 99.76%, 99.93%, 99.86%, 99.82%, 100.00%, 99.80%	4, 4, 2, 1, 3, 3, 0, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-05
EPI_ISL_18133168	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.65%, 99.96%, 99.76%, 99.86%, 99.72%, 99.53%, 99.80%, 99.80%	8, 1, 2, 2, 6, 8, 3, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_18133148	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 100.00%, 99.76%, 99.93%, 100.00%, 99.65%, 99.93%, 99.90%	2, 0, 2, 1, 0, 6, 1, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_18133140	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.87%, 100.00%, 99.88%, 99.93%, 99.91%, 99.82%, 99.73%, 100.00%	3, 0, 1, 1, 2, 3, 4, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_18133121	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.76%, 99.93%, 99.86%, 99.77%, 100.00%, 99.90%	2, 2, 2, 1, 3, 4, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_18133117	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.88%, 99.93%, 99.91%, 99.77%, 100.00%, 99.90%	2, 2, 1, 1, 2, 4, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_18133113	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.87%, 99.96%, 99.88%, 99.79%, 99.91%, 99.88%, 99.87%, 99.90%	3, 1, 1, 3, 2, 2, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_18133109	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.96%, 99.76%, 99.72%, 99.81%, 99.88%, 99.93%, 99.90%	4, 1, 2, 4, 4, 2, 1, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_18133024	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.88%, 99.93%, 99.86%, 99.77%, 100.00%, 99.90%	2, 2, 1, 1, 3, 4, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_18133021	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.96%, 99.88%, 99.93%, 99.86%, 99.77%, 100.00%, 100.00%	2, 1, 1, 1, 3, 4, 0, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_18133017	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.88%, 99.86%, 99.91%, 99.71%, 99.93%, 99.90%	2, 2, 1, 2, 2, 5, 1, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_18133051	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.96%, 99.88%, 99.79%, 99.91%, 99.82%, 99.87%, 99.90%	5, 1, 1, 3, 2, 3, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_18133039	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 100.00%, 99.88%, 99.86%, 99.91%, 99.82%, 99.93%, 100.00%	5, 0, 1, 2, 2, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_18133035	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.88%, 99.86%, 99.86%, 99.77%, 100.00%, 99.90%	2, 2, 1, 2, 3, 4, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_18133032	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.76%, 99.86%, 99.86%, 99.71%, 99.87%, 100.00%	2, 2, 2, 2, 3, 5, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-10
EPI_ISL_18133029	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 100.00%, 99.88%, 99.79%, 99.95%, 99.82%, 99.93%, 100.00%	4, 0, 1, 3, 1, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-10
EPI_ISL_18133026	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.74%, 99.96%, 99.76%, 99.79%, 99.95%, 99.82%, 99.93%, 100.00%	6, 1, 2, 3, 1, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-10
EPI_ISL_18133023	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 100.00%, 99.88%, 100.00%, 99.91%, 99.82%, 99.93%, 100.00%	5, 0, 1, 0, 2, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-11
EPI_ISL_9876777	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 99.91%, 99.88%, 99.86%, 99.95%, 99.59%, 99.93%, 100.00%	2, 2, 1, 2, 1, 7, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-11
EPI_ISL_9880153	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.91%, 100.00%, 99.76%, 99.86%, 99.95%, 99.82%, 99.93%, 100.00%	2, 0, 2, 2, 1, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-11
EPI_ISL_9869760	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 100.00%, 99.88%, 99.79%, 99.95%, 99.82%, 99.93%, 100.00%	4, 0, 1, 3, 1, 3, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_19391463	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.39%, 99.34%, 99.05%, 99.50%, 99.44%, 99.24%, 99.00%, 99.39%	14, 15, 8, 7, 12, 13, 15, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_20359540	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 99.30%, 99.16%, 99.26%, 99.63%, 99.41%, 99.26%, 99.49%	13, 16, 7, 10, 8, 6, 11, 5	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_18698516	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.12%, 99.17%, 99.08%, 99.53%, 99.12%, 99.00%, 99.08%	15, 20, 7, 13, 10, 15, 15, 9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_18698517	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.08%, 99.08%, 99.05%, 99.22%, 99.53%, 99.00%, 99.13%, 99.29%	21, 21, 8, 11, 10, 17, 13, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-13
EPI_ISL_18698485	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.21%, 99.21%, 99.52%, 99.29%, 99.72%, 99.24%, 99.13%, 99.39%	18, 18, 4, 10, 6, 13, 13, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-13
EPI_ISL_18698487	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.43%, 99.12%, 99.40%, 99.36%, 99.63%, 99.24%, 99.27%, 99.39%	13, 20, 5, 9, 8, 13, 11, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-13
EPI_ISL_20444471	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.34%, 99.16%, 99.28%, 99.29%, 99.58%, 97.97%, 99.20%, 99.29%	15, 19, 6, 10, 9, 36, 12, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-13
EPI_ISL_20444458	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.25%, 99.21%, 99.17%, 99.22%, 99.44%, 97.75%, 99.06%, 99.29%	17, 18, 7, 11, 12, 40, 14, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_20444459	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.30%, 99.16%, 99.28%, 99.22%, 99.53%, 97.80%, 98.86%, 99.39%	16, 19, 6, 11, 10, 39, 17, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_20444461	Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, NS:am1.1, NA:ea1, PA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.30%, 94.42%, 99.28%, 99.29%, 99.53%, 97.80%, 99.00%, 99.08%	16, 127, 6, 10, 10, 39, 15, 9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_18133005	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.69%, 99.82%, 99.76%, 99.93%, 99.91%, 99.94%, 99.80%, 100.00%	7, 4, 2, 1, 2, 1, 3, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_18132997	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.87%, 99.82%, 99.88%, 99.79%, 99.95%, 99.88%, 100.00%, 99.90%	3, 4, 1, 3, 1, 2, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_18133048	A2	PB2:ea1, PB1:ea2, NS:ea1, NA:ea2, PA:ea1, HA:ea2, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea2:22-008064-001:PB1, ea1:22-003707-003:NS, ea2:22-008064-001:NA, ea1:22-003707-003:PA, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.61%, 100.00%, 99.52%, 99.86%, 99.63%, 100.00%, 99.53%, 99.90%	9, 0, 4, 2, 8, 0, 7, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_18133114	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.87%, 99.96%, 99.88%, 99.93%, 99.95%, 99.82%, 99.87%, 99.90%	3, 1, 1, 1, 1, 3, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_18133182	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.78%, 99.74%, 99.88%, 99.79%, 99.91%, 99.65%, 99.93%, 99.80%	5, 6, 1, 3, 2, 6, 1, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-16
EPI_ISL_18133176	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.78%, 99.60%, 100.00%, 99.57%, 99.86%, 99.77%, 100.00%, 99.90%	5, 9, 0, 6, 3, 4, 0, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-16
EPI_ISL_18133207	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.83%, 99.82%, 100.00%, 99.86%, 99.72%, 99.82%, 99.93%, 99.80%	4, 4, 0, 2, 6, 3, 1, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-16
EPI_ISL_18133075	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.78%, 99.87%, 99.88%, 99.86%, 99.81%, 99.71%, 99.87%, 99.90%	5, 3, 1, 2, 4, 5, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-10-17
EPI_ISL_18133072	A1	PB2:ea1, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:ea1, MP:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:MP	99.83%, 99.87%, 99.88%, 99.79%, 99.77%, 99.71%, 99.87%, 99.90%	4, 3, 1, 3, 5, 5, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-50
EPI_ISL_18133155	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.87%, 99.65%, 99.76%, 99.64%, 99.72%, 99.65%, 99.80%, 99.90%	3, 8, 2, 5, 6, 6, 3, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_18133132	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.61%, 99.60%, 99.76%, 99.86%, 99.86%, 99.88%, 99.80%, 99.69%	9, 9, 2, 2, 3, 2, 3, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_18132996	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.65%, 99.60%, 99.76%, 99.79%, 99.86%, 99.88%, 99.80%, 99.69%	8, 9, 2, 3, 3, 2, 3, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_18132840	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.87%, 99.91%, 99.88%, 99.72%, 99.91%, 99.88%, 99.93%, 100.00%	3, 2, 1, 4, 2, 2, 1, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_18132949	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.69%, 99.87%, 99.76%, 99.93%, 99.91%, 99.71%, 99.80%, 100.00%	7, 3, 2, 1, 2, 5, 3, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_18132945	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.78%, 99.87%, 99.88%, 99.93%, 99.91%, 99.77%, 99.87%, 99.90%	5, 3, 1, 1, 2, 4, 2, 1	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_18132941	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.69%, 99.87%, 99.88%, 99.93%, 99.81%, 99.77%, 99.87%, 100.00%	7, 3, 1, 1, 4, 4, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
